tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
SIÊU PHẨM LÔ GÓC 2 MẶT TIỀN - QUANG TRUNG - FULL NỘI THẤT CHỈ 6T68 TL,"6,68 tỷ","196,47 triệu/m²",34 m²,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","📍 Vị trí cực đẹp: * Nằm trên trục đường Quang Trung, Phường 10, Gò Vấp (ngay khu vực sầm uất nhất).
• Vị trí căn góc 2 mặt tiền cực kỳ thoáng đãng, đón gió và ánh sáng tự nhiên.
• Chỉ cách 1 căn là ra mặt tiền hẻm xe hơi thông, cực kỳ thuận tiện di chuyển.
• Sát vách siêu thị Lotte Mart, gần Ngã 5 chuồng chó, giáp ranh Quận Bình Thạnh – đi đâu cũng gần!
📐 Thông số vàng:
• Diện tích: 4m x 8.5m (Công nhận đủ, không lộ giới).
• Kết cấu: 1 trệt, 1 lửng, 2 lầu + Sân thượng.
• Công năng: Khu để xe riêng, Phòng khách sang trọng, Bếp hiện đại, 3 Phòng ngủ (trong đó có 1 phòng Master rộng rãi), 3 WC, sân phơi, ban công thoáng mát.
✨ Tiện ích & Pháp lý:
• Nhà hoàn công đầy đủ, sổ hồng riêng chính chủ, giao dịch ngay.
• Khu dân cư an ninh, dân trí cao, đầy đủ tiện ích: Trường học, bệnh viện, chợ, siêu thị trong bán kính 200m.
💰 Giá bán: 6.68 tỷ (Còn thương lượng cho khách thiện chí).

📞 Liên hệ ngay Nguyễn Sỹ để xem nhà trực tiếp và chốt giá đẹp ạ!",,"Nhà ngõ, hẻm",34 m²,34 m²,"196,47 triệu/m²",Đã có sổ,3 phòng,3 phòng,4,Nội thất cao cấp,,,4 m,8.2 m,,,"[113.33, 108.33, 108.33, 115.28, 112.67, 112.67, 105.56, 105.56, 117.22, 111.88, 111.88, 123.03, 117.64]"
SIÊU PHẨM 5 TẦNG THANG MÁY XÂY MỚI P14 GÒ VẤP VIP,"13,8 tỷ","235,90 triệu/m²",58.5 m²,"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🔊🔊🔊LÊN SÓNG CĂN SIÊU PHẨM 5 TẦNG THANG MÁY MỘT TRỤC 8 MÉT PHAN HUY ÍCH.
💸💸💸CHỦ CHÀO 13.8TỶ TLCC 
💥 Vị trí : Phan Huy Ích An Hội Tây (P.14) Gò Vấp.
💥 Diện tích: 4.03m, nở hậu 4.07m x 15.m, DTCN: 58.5m
💥 Kết cấu : 1 trệt, 1 lửng 4 lầu gồm gara xe ô tô, phòng khách, bếp, 5 PN, 7 toilet, 1 phòng xông hơi spa, phòng giặt, phòng thờ, sân thượng trước sau. Nhà có thang máy.
💥Đường : 8m, một trục xe tải, xe hơi ra vô thoải mái, 70m ra mặt tiền Phan Huy Ích, đối diện Bùi Quang Là....
💥 Vị trí đẹp, gần siêu thị Emart 2, gần tuyến đường nhà ga T3, xung quanh đầy đủ tiện ích.
💥 Phù hợp ở, mở văn phòng công ty, spa...
💥 Nội thất bàn giao : Full option
☎️LIÊN HỆ EM MINH HỖ TRỢ
CAM KẾT NÓI KHÔNG VỚI TIN ẢO❤️‍🔥",,"Nhà ngõ, hẻm",58.5 m²,,"235,90 triệu/m²",Đã có sổ,5 phòng,Nhiều hơn 6 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4.03 m,15 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"Nhà 5 tầng HXH Lê Quang Định, P.1, Gò Vấp, 52m2, 5pn, 6wc, 10.3 tỷ","10,3 tỷ","198,08 triệu/m²",52 m²,"Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","Nhà 5 tầng HXH Lê Quang Định, P.1, Gò Vấp, 52m2, 5pn, 10.3 tỷ

+ Diện tích 52m2, 4.1m x 13m
+ Nhà 1 trệt, 1 lửng, 2 lầu, sân thượng trước sau, 5pn, 6wc, thiết kế hiện đại, vào ở ngay
+ Hẻm xe hơi, gần Phạm Văn Đồng, công viên Gia Định, Phan Văn Trị, Nguyễn Văn Đậu,...
+ Sổ hồng riêng, hoàn công đủ",,"Nhà ngõ, hẻm",52 m²,,"198,08 triệu/m²",Đã có sổ,5 phòng,6 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4.1 m,13 m,,,"[142.25, 106.84, 106.84, 114.69, 154, 154, 111.25, 111.25, 118.53, 178.24, 142.25, 142.25, 142.25]"
🏡 Ô TÔ Đổ Cửa LÊ ĐỨC THỌ → P.AN NHƠN . GÒ VẤP . 3 T . 42m² . 💰 5.8,"5,8 tỷ","138,10 triệu/m²",42 m²,"Đường Lê Đức Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🏡 Ô TÔ Đổ Cửa . LÊ ĐỨC THỌ → P.AN NHƠN . GÒ VẤP . 3 TẦNG . 42m² . 💰 5.8 🧄 còn TL
📐 3.9 × 10.6
🏠 4PN . 3WC
🚗 hẻm sạch . gần xe hơi
🛋️ nhà mới . dọn vào ở ngay
📄 sổ riêng . hoàn công đủ
📞 Em Thảo",,"Nhà ngõ, hẻm",42 m²,,"138,10 triệu/m²",Đã có sổ,4 phòng,3 phòng,3,Hoàn thiện cơ bản,,Hẻm xe hơi,3.9 m,10.6 m,,,"[113.48, 110.81, 110.81, 115.67, 115.67, 119.88, 118.11, 122.8, 125.53, 125.53, 125, 125, 125]"
TOÀ NHÀ 4 TẦNG -13P – DÒNG TIỀN 50 TRIỆU/THÁNG – CĂN GÓC HXH - GÒ VẤP,"11,9 tỷ","177,61 triệu/m²",67 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🎬 TOÀ NHÀ 4 TẦNG – 13 PHÒNG CHO THUÊ – DÒNG TIỀN 50 TRIỆU/THÁNG – CĂN GÓC HXH PHẠM VĂN CHIÊU, GÒ VẤP – CHỈ 11.9 TỶ

🏡 TỔNG QUAN SẢN PHẨM
Nhà cho thuê khai thác sẵn, dòng tiền ổn định, vị trí đẹp khu trung tâm Gò Vấp.
Kết cấu 1 trệt 3 lầu, xây kiên cố, mỗi tầng đều có ban công thoáng mát.

💰 DÒNG TIỀN ỔN ĐỊNH – 13 PHÒNG ĐANG FULL KHÁCH
– Tổng 13 phòng cho thuê, hiện đang full khách.
– Thu nhập thực tế 50 triệu/tháng, dòng tiền đều hàng tháng.
– Mỗi phòng đều có cửa sổ, đón gió và ánh sáng tự nhiên, ở rất thoáng.

✨ ƯU ĐIỂM NỔI BẬT
– Căn góc 2 mặt thoáng, hẻm 2 ô tô tránh nhau, xe ra vào thoải mái.
– Sau nhà là công viên nhỏ, không gian cực kỳ mát mẻ, yên tĩnh.
– Khu dân trí cao, an ninh tốt, nhu cầu thuê luôn cao.

📍 VỊ TRÍ & PHÁP LÝ
– Nằm trên Phạm Văn Chiêu – Gò Vấp, kết nối nhanh các trục đường lớn.
– Tiện ích xung quanh đầy đủ: chợ, trường học, siêu thị, công viên.
– Sổ hồng riêng, pháp lý chuẩn, công chứng sang tên ngay.

🎯 PHÙ HỢP CHO
Khách đầu tư tìm sản phẩm giá tốt – dòng tiền thật – vị trí dễ cho thuê, hoặc vừa ở vừa khai thác.

Gọi ngay số điện thoại trên màn hình để xem nhà và chốt ngay hôm nay!

Giá: 11,9 tỷ Diện tích: 67 m²
Địa chỉ tài sản:
Đường Phạm Văn Chiêu, Phường An Hội Tây, Hồ Chí Minh",,"Nhà ngõ, hẻm",67 m²,,"177,61 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,,,,,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
CĂN ĐÔI 7 X 13 ĐƯỜNG SỐ 59 GÒ VẤP (KẾ CHỢ THẠCH ĐÀ) - CÓ THỂ TL,26 tỷ,"285,71 triệu/m²",91 m²,"120/28, Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Căn đôi 7X13:

- Nhà căn đôi diện tích 7 x 13 có garage để xe hơi

- Nhà có 3 tầng và 1 sân thương

- Mặt tiền thoáng rộng xe hơi đậu thoải mái

- Không bị nạn trộm cắp vặt

- Tặng toàn bộ nội thất đẹp, tủ rất nhiều (đa số làm bằng gỗ)

- Cách chợ Thạch Đà 100m và nhiều siêu thị trường học khác trong bán kính 500m

- Giá cả có thể thương lượng thêm (thiện ý bớt giá tốt)",,"Nhà mặt phố, mặt tiền",91 m²,91 m²,"285,71 triệu/m²",,6 phòng,,4,Nội thất cao cấp,,Hẻm xe hơi,7 m,13 m,,,"[103.48, 134.06, 130.32, 130.32, 122.62, 122.62, 134.21, 122.35, 119.05, 119.05, 119.05, 119.05, 119.05]"
HẺM XE TẢI THÔNG ĐƯỜNG SỐ 3 → P.THÔNG TÂY HỘI . GÒ VẤP . 2 T . 💰 3.x,"3,95 tỷ","146,30 triệu/m²",27 m²,"Đường số 3, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🏡 VÀI BƯỚC RA HẺM XE TẢI THÔNG Phạm Văn Chiêu . ĐƯỜNG SỐ 3 → P.THÔNG TÂY HỘI . GÒ VẤP . 2 TẦNG . 26m² . 💰 3.95 🧄 còn TL
📐 4.5 × 6
🏠 1 trệt 1 lầu . 2PN . 2WC
🚗 hẻm sạch . dân trí cao . ra xe tải vài bước
🛋️ tặng full nội thất . dọn vào ở ngay
🌿 gần CV Làng Hoa . tiện ở + cho thuê
📄 sổ riêng . chính chủ
📞 Gọi liền Em",,"Nhà ngõ, hẻm",27 m²,,"146,30 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,Đông Bắc,,4.5 m,6 m,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
"Cityland Nguyễn Văn Lượng, Hẻm 6m, 70m2, 4x18m, 7Pn, đang khoán 18tri/","10,9 tỷ","155,71 triệu/m²",70 m²,"Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","NGAY ĐỐI DIỆN CITYLAND NGUYỄN VĂN LƯỢNG, SIÊU THỊ LOTTE - ĐƯỜNG XE HƠI - KHU DÂN TRÍ CAO CẤP - 4 TẦNG - 70m2 - 4x18m - 7 Phòng - Đang Cho Khoán 18tri/tháng - Sổ Nở Hậu Đẹp",,"Nhà ngõ, hẻm",70 m²,,"155,71 triệu/m²",Đã có sổ,7 phòng,Nhiều hơn 6 phòng,4,Nội thất đầy đủ,,Hẻm xe hơi,4 m,18 m,,,[]
"Nhà Hẻm Xe Hơi Quang Trung, 75m2, 5x15m, 2T, 3PN, đang cho thuê 8tr/th","5,9 tỷ","78,67 triệu/m²",75 m²,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","Nhà 1T 1L có 3PN 2WC, 1PN dưới trệt.,
+ Hẻm sạch sẽ, an ninh, vài bước lên ô tô.,
+ Đất dân cư hiện hữu, hàng xóm thân thiện, dân trí cao, tiện ích đầy đủ như Vincom Quang Trung, Ngân hàng, trường học, chợ....,
+ Sổ hồng riêng vuông đẹp ngang khủng, pháp lý chuẩn, hoàn công đầy đủ, công chứng trong ngày.,",0907298879,"Nhà ngõ, hẻm",75 m²,,"78,67 triệu/m²",Đã có sổ,3 phòng,,,Nội thất đầy đủ,,Hẻm xe hơi,5 m,17 m,,,"[107.46, 107.46, 106.79, 115.2, 115.2, 110.54, 110.54, 115, 109.26, 120.83, 110.7, 112.41, 112.5]"
"Nhà hẻm xe hơi Quang Trung vào, 4x10m, 4T, 5PN, cho thuê 12tr, SHR","6,8 tỷ","165,85 triệu/m²",41 m²,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","4 TẦNG, 5 PHÒNG NGỦ, DỌN VÀO Ở - gần công viên làng hoa, hãng mec, chợ hạnh thông tây, vincom
Đường trước nhà: 3m. Cách MT đường 1 căn.Kết cấu: 1 trệt, 2 lầu, sân thượng, 5PN, 4WC: Sổ hồng riêng",,"Nhà ngõ, hẻm",41 m²,,"165,85 triệu/m²",Đã có sổ,5 phòng,,4,Nội thất cao cấp,,Hẻm xe hơi,4 m,10 m,,,"[113.33, 108.33, 108.33, 115.28, 112.67, 112.67, 105.56, 105.56, 117.22, 111.88, 111.88, 123.03, 117.64]"
"Nhà Hẻm Xe Hơi Nguyễn Văn Khối, 52m2, 4x13, 2 tầng, 2 Mặt Thoáng, SHR","6,6 tỷ","126,92 triệu/m²",52 m²,"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Nhà có 2 mặt hẻm xe tải . Hiện trạng: nhà 1 trệt 1 lửng
+ Gồm 2 phòng ngủ, 2WC, Bếp, Phòng khách, sân phơi
+ Nhà 2 mặt hẻm thoáng mát, cực hiếm, đường 7m, xe tải đậu cửa ngày đêm, 7 chỗ vào nhà
 Khu an ninh, dân trí, ngay trường tiểu học Lương Thế Vinh, thông qua Quang Trung, Nguyễn Văn Khối, Cong vien Làng Hoa
Sổ hồng hoàn công đầy đủ
+ Nhà đang cho thuê",,Nhà phố liền kề,52 m²,,"126,92 triệu/m²",Đã có sổ,2 phòng,,2,,,Hẻm xe hơi,4 m,13 m,,,[]
🧨HÀNG HIẾM 🧨3.XXTỶ. HẺM 5M HAI MẶT TIỀN TRƯỚC SAU 4X12. PHAN HUY ÍCH,"3,95 tỷ","75,96 triệu/m²",52 m²,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🧨HIẾM NHẤT GÒ VẤP 🧨2 MẶT TIỀN TRƯỚC SAU 5M. XE HƠI CHẠY VI VU. NGỦ LUÔN TRONG NHÀ🧨
PHAN HUY ÍCH P12 GÒ VẤP. 4X13. GIÁ 3.XXTỶ. TL. 

👉HXH RỘNG NGAY MẶT TIỀN PHAN HUY ICH. 
👉KHU TRUNG TÂM KD BUÔN BÁN SẦM UẤT
👉Sổ chính chủ hoàn công đủ.công chứng ngay.
Liên hệ ngay thì còn",,"Nhà ngõ, hẻm",52 m²,72 m²,"75,96 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Hoàn thiện cơ bản,Đông,Hẻm xe hơi,4 m,13 m,,,"[101.42, 101.42, 105.04, 102.5, 114.29, 111.45, 103.65, 116.62, 124.7, 106.58, 114.29]"
CHỦ GẤP BÁN MUA 1 ĐƯỢC 2- SHR CÔNG NHẬN HOÀN CÔNG ĐỦ- P12 GÒ VẤP,"3,78 tỷ",90 triệu/m²,42 m²,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","MUA 1 ĐƯỢC 2- VỪA Ở VỪA CHO THUÊ DÒNG TIỀN ỔN ĐỊNH- 42M2 (6X7) - SÁT HXT THÔNG - NGUYỄN DUY CUNG- PHAN HUY ÍCH - P12 - GÒ VẤP 👉👉👉HƠN 3 TỶ CTL. 

1 căn ra hẻm xe tải , chủ nhà xây thành 2 căn 
Nhà hẻm riêng 10m ra mặt tiền hẻm xe tải thông tứ tung
1 trệt, 1 lửng, 2PN, 2WC. Đang ngăn làm 2 căn, 1 căn ở - 1 cho thuê. 
Ngay mặt tiền thông tứ tung ,khu dân trí anh ninh, gần chợ,trường học các cấp 

☎️
Em Hải nhà thật pháp lý chuẩn",0358636399,"Nhà ngõ, hẻm",42 m²,60 m²,90 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,,,Hẻm xe hơi,6 m,7 m,,,"[101.42, 101.42, 105.04, 102.5, 114.29, 111.45, 103.65, 116.62, 124.7, 106.58, 114.29]"
[ 3 TẦNG ]_ 2PN_3WC_HẺM RỘNG THOÁNG_BAN CÔNG_GẦN DH CÔNG NGHIỆP,"2,74 tỷ","252,08 triệu/m²",10.87 m²,"Đường Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","[ 3 TẦNG - HẺM Ô TÔ ]

✅️ Kết cấu: 1 trệt, 2 lầu 
✅️ 2PN, 3WC
✅️ Sổ hồng chính chủ, công chứng ngay
✅️ Gần DH Công Nghiệp, Chợ Gò Vấp, Khu CityLand, PCC Số 5....

✨️Giá chủ chào bán: 2ty740 (thương lượng chính chủ) 

📲 GỌI XEM NHÀ NGAY: *** (Call,Zalo) 
#nhadepgovap #nhaphoquangovap #nhagovap #TungGoVap",,"Nhà ngõ, hẻm",10.87 m²,33 m²,"252,08 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,Nội thất đầy đủ,Đông,,,,,,"[103.17, 126.36, 112.7, 169.12, 168.6, 115.65, 115.83, 120.59]"
LÔ GÓC QUANG TRUNG - HẺM Ô TÔ - KHÔNG LỘ GIỚI,"14,5 tỷ","161,11 triệu/m²",90 m²,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","BIỆT THỰ 2 MẶT LÔ GÓC ĐỀU XE TẢI TRÁNH KHÔNG LỘ GIỚI - THÁNG MÁY - QUANG TRUNG P8 GV - 90M (5.8x16) - 5 TẦNG 5PN - 14.5 TỶ - TÁCH ĐƯỢC 2 LÔ. 

🌻 Diện tích: 5.8mx16M. Thang máy lớn, 5 Phòng ngủ master 6 WC. 

🌻 Phía trên lầu 6 - thượng có hệ thống pin năng lượng điện mặt trời, cà toà nhà dùng điện năng lượng và có hợp đồng bán điện cho điện lực. 

🌻 Hệ thống Phòng cháy chữa cháy được trang bị đạt chuẩn

🌻Vị trí: sát ngã tư Quang Trung và Phạm Văn Chiêu , đối diện siêu thị  điện máy Chợ Lớn, Ngân Hàng , nhà thờ  Giáo Sứ Vĩnh Hiệp , tiện ích xung quanh đầy đủ ....

🌻 Sổ hồng riêng, vuông A4. Sẵn sàng giao dịch.",0969410112,"Nhà ngõ, hẻm",90 m²,90 m²,"161,11 triệu/m²",Đã có sổ,5 phòng,6 phòng,5,Nội thất đầy đủ,,Hẻm xe hơi,5.8 m,16 m,,,"[113.33, 108.33, 108.33, 115.28, 112.67, 112.67, 105.56, 105.56, 117.22, 111.88, 111.88, 123.03, 117.64]"
LÊ QUANG ĐỊNH - 56m2 (4x14) - XE HƠI ĐỖ CỬA - CHỈ NHỈNH 10 TỶ,"10,25 tỷ","183,04 triệu/m²",56 m²,"Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","SIÊU PHẨM XÂY MỚI NGAY LÊ QUANG ĐỊNH GIÁP BÌNH THẠNH - 56m2 (4x14) 4 TẦNG 5 PHÒNG NGỦ - HẺM TRƯỚC NHÀ 10m - XE HƠI ĐỖ CỔNG - HÀNG XÓM DÂN TRÍ - CHỈ NHỈNH 10 TỶ TL
——————————————————
• Diện tích: 56m², kết cấu 4 tầng
• Công năng: 5 phòng ngủ, WC riêng, phòng khách, bếp, sân thượng.
• Hẻm trước nhà 10m, xe hơi đậu trước nhà, khu dân trí cao.
• Nhà mới xây, vào ở ngay (đang làm hoàn công).
——————————————————
📞 Gọi: *** – Duy Nhà Ngon (F55FDD)

#bannhasaigon
#nhangonsaigon
#nhangon",,"Nhà ngõ, hẻm",56 m²,220 m²,"183,04 triệu/m²",Đã có sổ,5 phòng,5 phòng,4,,,,4 m,14 m,,,"[142.25, 106.84, 106.84, 114.69, 154, 154, 111.25, 111.25, 118.53, 178.24, 142.25, 142.25, 142.25]"
BÁN NHÀ CĂN GÓC MẶT TIỀN ĐƯỜNG DQH – GÒ VẤP,19 tỷ,"180,95 triệu/m²",105 m²,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","✳️Vị trí đắc địa: Ngay gần ngã tư Nguyễn Thái Sơn & Dương Quảng Hàm, khu kinh doanh sầm uất, dân cư đông đúc, lượng người qua lại cao.

❇️Thông tin chi tiết:

➡️Diện tích: 105 m², 3 tầng lầu BTCT

➡️Vị trí: Mặt tiền đường lớn, kinh doanh cực tốt

➡️Nhà căn góc mặt tiền và hẻm xe hơi rộng 5m thoáng, phù hợp để ở, kinh doanh, cho thuê, mở văn phòng hoặc cửa hàng.

➡️Kết cấu: Nhà xây kiên cố, bê tông cốt thép, vào ở ngay.

➡️Khu vực tiện ích đầy đủ: gần trường học, nhà thờ, trung tâm thương mại, trung tâm hội nghị – tiệc cưới, giao thông thuận tiện. 

✅Pháp lý:Sổ hồng riêng

💰 Giá bán: 19 tỷ – còn thương lượng",,"Nhà mặt phố, mặt tiền",105 m²,103 m²,"180,95 triệu/m²",,5 phòng,3 phòng,,,,Nhà dính quy hoạch / lộ giới,5.3 m,23 m,,,"[146.86, 146.86, 146.86, 146.86, 146.86, 146.86, 146.86, 146.86, 146.86, 146.86]"
"CĂN GÓC 3 MẶT TIỀN ĐẸP NHẤT KHU PHÂN LÔ ĐỒNG BỘ – THỐNG NHẤT, GÒ VẤP","10,79 tỷ","229,57 triệu/m²",47 m²,"Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🏙️ CĂN GÓC 3 MẶT TIỀN ĐẸP NHẤT KHU PHÂN LÔ ĐỒNG BỘ – THỐNG NHẤT, GÒ VẤP

💰 Giá: 10.8 TỶ – TL

📍 Vị trí: 435/7 Thống Nhất, P.11, Gò Vấp, TP.HCM
🧭 Hướng: Đông

📐 Diện tích:

📏 DT đất: 46.6m²

🏗 DTS: 186.4m²

🏗 Kết cấu: 1 trệt + 3 lầu + sân thượng
🛋 Công năng gọn: gara ô tô, phòng khách, bếp, 3 PN master, 4 WC, sân thượng

🛣 Đường trước nhà: 8m – khu phân lô đồng bộ, dân trí cao
💼 Phù hợp: mở công ty – spa – văn phòng – ở kết hợp kinh doanh

📕 Pháp lý: Sổ hồng riêng
🎁 Nội thất: Bàn giao FULL OPTION

📠 ccg9991

#nhasieure #canhoc3mattien #thongnhat #govap #batdongsangovap #nhagovap #nhadep #nhaphanlo #nhakin doanh",,"Nhà ngõ, hẻm",47 m²,,"229,57 triệu/m²",Đã có sổ,3 phòng,,,,,Hẻm xe hơi,,,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
BIỆT THỰ VƯỜN - 16x15 - Lê Đức Thọ Quận Gò Vấp,36 tỷ,"155,17 triệu/m²",232 m²,"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Địa chỉ : Lê Đức Thọ P An Hội Đông Gò Vấp

Diện tích : 16,2x14,6 dtcn 232m2 sổ vuông vức

Đường trước nhà 10m có vỉa hè 2 bên

Tặng full nội thất gỗ quý 

Vị trí trung tâm đắc địa Gò Vấp đi đâu cũng tiện ra sân bay dễ dàng, khu vực an trí gần chung cư Osimi

Giá : 36 đồng TL 

*** xem nhà liên hệ trước 60p TL trực tiếp chính chủ",,Nhà biệt thự,232 m²,232 m²,"155,17 triệu/m²",Đã có sổ,7 phòng,5 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,16.2 m,15 m,,,[]
"NHỈNH 2 TỶ HỘ KHẨU SG, NGANG KHỦNG BỀ THẾ, 1 PHÚT RA HXH","2,3 tỷ","95,83 triệu/m²",24 m²,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","Mô tả: 
+ Hiện trạng: 2 Tầng 1 trệt 1 lầu. 
+ 1 Phút ra hẻm xe hơi rộng rãi, thoáng mát. 
+ Sổ vuông vức ở ngay. 

A/C quan tâm ib để được tư vấn kỹ & xem nhà (báo trước 39 phút)",,"Nhà ngõ, hẻm",24 m²,,"95,83 triệu/m²",Đã có sổ,1 phòng,,,,,,,,,,"[107.14, 107.86, 107.86, 110.94, 110.94, 107.14, 109.09, 109.09, 109.09, 110.61, 110.61, 110.61, 110.61]"
"CHỈ 1,6 TỶ CÓ HỘ KHẨU SÀI GÒN, 3 TẦNG BTCT, PHÁP LÝ CHUẨN, SHR","1,6 tỷ",80 triệu/m²,20 m²,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","Mô tả: 
+ Hiện trạng: 3 Tầng 1 trệt 2 lầu.
+ 2 phút ra Vincom Quang Trung. 
+ Pháp lý chuẩn, hoàn công đủ, công chứng ngay. 

A/C quan tâm ib để được tư vấn kỹ & xem nhà (báo trước 39 phút)",,"Nhà ngõ, hẻm",20 m²,,80 triệu/m²,Đã có sổ,2 phòng,,,,,,,,,,"[107.46, 107.46, 106.79, 115.2, 115.2, 110.54, 110.54, 115, 109.26, 120.83, 110.7, 112.41, 112.5]"
Hh 50tr nhà góc 3 mặt tiền hẻm thông ngay Lotte,"4,85 tỷ","161,67 triệu/m²",30 m²,"77/33, Đường Lê Hoàng Phái, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","👉LÊN SÓNG CĂN GÓC 3 MẶT TIỀN HẺM THÔNG 3 HƯỚNG.
- Địa chỉ: 77/33 Lê Hoàng Phái, P.GV, quận GV.
🌹HH 50tr Nhận đủ khi cọc nhờ 500 Anh em chốt phụ:
- Nhà 1 trệt 1 lầu. Sổ hồng hoàn công đủ. Diện tích công nhận 30m đủ. DTSD 60m.
- Nhà 3 phòng ngủ kín, có phòng ngủ trệt cho người lớn tuổi. Ban công thoáng rộng. Đầy đủ tiện nghi cao cấp
- Vị trí ngay trung tâm GV khu ăn uống Nguyễn Văn Lượng, siêu thị Lottemart.
- Vị trí hẻm thông ra 33 Lê Hoàng Phái, thông hẻm 226/24 Nguyễn Văn Lượng. Khu dân trí cao. Xe tải cách nhà 1 căn. Xe Vinfast nhỏ cặp hông nhà khỏi đi gửi luôn.
- Hướng Tây tứ trạch (Cửa chính Đông Bắc, cửa hông Tây Bắc)
💰Giá 4,85 tỷ còn tl cho Khách thiện chí.",,"Nhà ngõ, hẻm",30 m²,60 m²,"161,67 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Nội thất cao cấp,Đông Bắc,Hẻm xe hơi,3.6 m,8 m,,,"[112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 76.39, 116.76]"
