tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
"CHÍNH CHỦ 14,9 tỷ, đường 8m, công viên, KDC BÌNH LỢI, Q.BÌNH THẠNH","14,9 tỷ","186,25 triệu/m²",80 m²,"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","- Bán căn nhà mới, khu Vip, nhà đồng đều
- Hình thiết kế 2D sao, nhà y vậy, thực tế đẹp hơn nhé Ac. 
- Mình chính chủ, giá hợp lý ! có thể thương lượng .
- Đường nhựa trước nhà 8m 
- Công viên lớn trước nhà, đậu 2-3 chiếc ô tô mà không phiền ai 
- Diện tích : 4m x 20m ( sổ hồng chính chủ, đã hoàn công) 
- Nhà đúc 4 tấm kiên cố : 01 trệt + 3 tầng = 250m2 sử dụng

+ Khu bếp 30m2 siêu đẹp và full tiện nghi đầy đủ (nhìn là mê)
+ 04 Phòng ngủ chính gồm :
 [2 PN master + WC = 30,5m2 x2] - [ 2 PN 15m2 + WC = 18,5m2 x2] 
+ 01 phòng học riêng cho các con 15m2 
+ 01 phòng làm việc riêng 15m2 
+ 01 Phòng khách rộng lớn 30m2
+ 05 WC full thiết bị cao cấp TOTO LINAX

+ Sân trước - sân sau - giếng trời rộng lớn lấy sáng và gió thoáng mát.
+ Khu biệt thự và nhà phố đồng đều, sạch đẹp, an ninh cao 

 ĐẶC ĐIỂM NỔI BẬT XUNG QUANH :
+ Khu dân cư cao cấp, vị trí trung tâm Quận Bình Thạnh, tiện ích không thiếu thứ gì
+ Bệnh viện đa khoa Gia Định 1500m
+ Siêu thị Winmart, Vincom, bách hóa xanh, nhà hàng, quán café dọc bờ sông
+ Cách Đại học Văn Lang 900m, sân bay TSN 5,5km 
 
ƯU ĐIỂM VƯỢT TRỘI :
1 -Mua chính chủ, giá hợp lý, thương lượng
2 -Nhà mới, đã hoàn công, chỉ cần dọn vào ở.
3- Đường nhựa trước nhà 8m + công viên
4 -Nhà có thể tùy ý làm văn phòng, Showroom, hoặc Spa, đều rất hợp lý.
5- Mình dự định xây sửa để ở nên mình làm rất kỹ từ điện nước, đến đầu tư nội thất liền tường và trang thiết bị...( trị giá 2 tỷ )
+ Giá bán : 14 tỷ 900 
+ Mình xin không tiếp môi giới Ac nhé !",0907000095,Nhà phố liền kề,80 m²,250 m²,"186,25 triệu/m²",Đã có sổ,6 phòng,5 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,4 m,20 m,,,[]
"GIÁ 7 TỶ (52m²) Xe Hơi Đậu Cửa – HOÀNG HOA THÁM, BÌNH THẠNH",7 tỷ,"134,62 triệu/m²",52 m²,"Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","GIÁ 7 TỶ - Xe Hơi Đậu Cửa – HOÀNG HOA THÁM, BÌNH THẠNH
📐 Diện tích: 3.7 x 14m (52m²)
🏗 Kết cấu: Trệt + 2 Lầu + Sân thượng
🛏 7 Phòng ngủ – 7 WC",0763999979,"Nhà ngõ, hẻm",52 m²,160 m²,"134,62 triệu/m²",Đã có sổ,7 phòng,Nhiều hơn 6 phòng,3,Nội thất đầy đủ,,Hẻm xe hơi,3.7 m,14 m,,,"[138.46, 134.66, 134.66, 155.56, 142.38, 142.38, 142.38, 142.64, 171.25, 171.25, 170, 170, 170]"
"BIỆT THỰ 7x18m BÌNH LỢI, BÌNH THẠNH 2L GIÁ 19 TỶ",19 tỷ,"150,79 triệu/m²",126 m²,"bình lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Gia đình cần bán gấp căn biệt thự đường Bình Lợi, phường 13, Quận Bình Thạnh.
+ Diện tich: 7x18m. vuông vức, không lỗi phong thủy.
+ Kết cấu 2 Lầu Sân thượng gồm 4PN,5WC, Phòng khách, bếp, garage đậu xe 7 chỗ + sân trước.
Vị trí: Khu Biệt thự KDC Bình Lợi, yên tĩnh, dân trí cao, view sông (đi bộ ra bờ sông 3 phút), khu vưc cao ráo không ngập nước.
Pháp lý: sổ hồng công chứng trong ngày
Giá: 19 tỷ có thương lượng.
Liên hệ: Anh Minh thông tin chi tiết.",0932836935,Nhà biệt thự,126 m²,267 m²,"150,79 triệu/m²",Đã có sổ,4 phòng,5 phòng,3,Nội thất đầy đủ,,Hẻm xe hơi,7 m,18 m,,,[]
"HXH-Nhà Đẹp XVNT UVK-BTCT-5,999- Nở hậu","5,999 tỷ","133,31 triệu/m²",45 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","🔥Nhà đẹp 45m² giá tốt khu XVNT Ung Văn Khiêm 5.999 hơn xíu🔥
3PN – 3WC – SHR hoàn công đủ
Ngay khu tiện ích: Ung Văn Khiêm – BX Miền Đông – Trường – Chợ – Điện Biên Phủ
➡ Nhà đẹp – Sổ chuẩn – Vào ở ngay!

#Liênhệ_***_HoàiAn
#nhasaigon
#nhapho
#annhabanpho",,"Nhà ngõ, hẻm",45 m²,,"133,31 triệu/m²",Đã có sổ,3 phòng,3 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,3.2 m,15 m,,,"[160.22, 160.29, 160.29, 150, 146.67, 146.67, 150, 154.64, 161.11, 157.89, 157.89, 157.89, 157.89]"
"Bán nhà MT Phan Văn Trị , P.11,Bình thạnh 5.8x25 ,nhà C4 , 22 tỷ TL",22 tỷ,"183,33 triệu/m²",120 m²,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Bán nhà MT Phan Văn Trị , P.11,Bình thạnh 5.8x25 ,nhà C4 , 22 tỷ TL
Nhà mặt phố Phan Văn Trị, Phường 11, Bình Thạnh, TP.HCM, với diện tích 120m2, thiết kế gồm 2PN + 1 WC/PT + bếp. Mặt tiền rộng 5.8m, ngõ vào 20m, phù hợp cho kinh doanh và sinh hoạt gia đình. Giá bán 22 tỷ VND, pháp lý đầy đủ, mang lại sự an tâm cho khách hàng. Phong thủy tốt, không gian sống thoáng đãng, thuận tiện di chuyển.

---
Khu vực xung quanh
- Bệnh viện Nhân Dân Gia Định, Bệnh viện Ung Bướu TP.HCM, Phòng khám đa khoa - Trạm y tế Phường Bình Lợi Trung
- Công viên , Công viên Văn Hóa Phú Nhuận, Công viên nhỏ
- Siêu thị Winmart+, Cửa hàng Winmart+ 298 Phan Văn Trị, Siêu thị Luxy - Bình Thạnh
- Trường Mầm Non 3 Ngọn Nến - Bình Thạnh - Cơ sở 1

Liên hệ ngay để được tư vấn miễn phí",0933816193,"Nhà mặt phố, mặt tiền",120 m²,,"183,33 triệu/m²",Đã có sổ,2 phòng,1 phòng,1,,,,5.8 m,25 m,,,"[142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22, 142.22]"
"Nhà mới,Hẻm xe hơi Thích Q Đức,Ngang 4m,Nở hậu,3PN,Có hẻm sau","9,8 tỷ","178,18 triệu/m²",55 m²,"Thích Quảng Đức, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Bán nhà hẻm xe hơi Thích Quảng Đức,khu đông dân cư,kinh doanh buôn bán nhộn nhịp,gần trường học,cửa hàng,quán ăn,siêu thị,chợ truyền thống, kinh doanh đa ngành nghề
- Kết cấu: 2 Tầng btct nhà mới đẹp 2 mặt tiền trước sau, 3 phòng ngủ có phòng ngủ dưới trệt
 - Giá 9,8 tỷ tl thiện chí
- Xem nhà báo trước 30 Phút cảm ơn",0934065599,"Nhà mặt phố, mặt tiền",55 m²,,"178,18 triệu/m²",,3 phòng,,,,,Hẻm xe hơi,,,,,"[135.94, 135.94, 161.57, 161.57, 184.45, 157.81, 157.81, 157.81, 157.81, 157.81, 157.81, 157.81, 157.81]"
"Bán nhà Lê Quang Định, Bình Thạnh, 30m2, 2 tầng, hẻm 2m, 4.x tỷ.","4,8 tỷ",160 triệu/m²,30 m²,"Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","#HHLQD012
Bán nhà Lê Quang Định, Bình Thạnh, 30m2, 2 tầng, hẻm 2m, 4.x tỷ.
🔥🔥🔥 CĂN GÓC NGAY TRUNG TÂM - NHÀ MỚI 2 TẦNG - 2 PN 2 WC🔥🔥🔥
🍀Mô tả🍀
👉 Diện tích, kết cấu:
30m2 
1 trệt 1 lầu 
2 phòng ngủ, 2 wc.
👉 Vị trí:
Ngay Lê Quang Định P.5 Bình Thạnh, trung tâm xung quanh tiện ích ko thiếu gì.
Hẻm sạch sẽ, thông thoáng, an ninh, yên tĩnh, cách mặt tiền 20m.
Liền kề Lê Quang Định, Nguyễn Văn Đậu, Nguyên Hồng, Phạm Văn Đồng
👉 Giá: 4.8 tỷ
👉 Điểm cộng: nhà căn góc trung tâm giá rẻ
Liên hệ: Hiếu Huỳnh - Nhà Đất, 
#HHND85",0903080585,"Nhà ngõ, hẻm",30 m²,,160 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,,,,,,,,"[146.71, 185.29, 143.23, 143.23, 146.73, 146.73, 162.17, 142.21, 135.67, 110.83, 110.83, 162.57, 162.57]"
HẺM XE TẢI -XH NGỦ TRONG NHÀ - NGANG 7M - NƠ TRANG LONG •54M (7 x 7.7),"7,2 tỷ","133,33 triệu/m²",54 m²,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","HẺM XE TẢI -  XE HƠI NGỦ TRONG NHÀ - NGANG 7M - NƠ TRANG LONG  - 54M ( 7m x7.7m ) VUÔNG NỞ HẬU NHẸ - 7.2 TỶ

•1 Trệt 1 Lầu : 3 PN 1 WC, Phòng Khách, Gara Để ÔTÔ Trong Nhà
• 54M ( 7.7m x 7m ) Nở Hậu
• Hẻm xe hơi 7 chỗ.  Vị trí đắc địa, hẻm xe tải. 
👉 Khu vực trung tâm Bình Thạnh. Tiện ở, kinh doanh, toà nhà, CHDV, văn phòng.
👉 Sổ vuông, hoàn công đủ, Công Chứng Ngay",0988357978,"Nhà ngõ, hẻm",54 m²,,"133,33 triệu/m²",Đã có sổ,2 phòng,1 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,7 m,7.7 m,,,"[168.37, 168.37, 120.71, 120.71, 124.24, 124.53, 117.12, 117.12, 143.52, 123.86, 143.64, 151.05, 151.05]"
NHÀ ĐẸP 4TẦNG HẺM THÔNG LÊ QUANG ĐỊNH •6PN 6WC. 50M2 ( 5m x 10m ),"7,8 tỷ",156 triệu/m²,50 m²,"Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","HẺM THÔNG LÊ QUANG ĐỊNH - 4 TẦNG BTCT - 50M2, NGANG 5M, SỔ VUÔNG A4 - 6 PN TIỆN Ở ĐẠI GIA ĐÌNH HOẶC KINH DOANH CHDV 

📍Ngay Lê Quang Định, giáp Nguyễn Văn Đậu, Phạm Văn Đồng, Phan Văn Trị.
• Kết cấu: 1 trệt 3 lầu. Tổng 6 PN, 6 WC 
• Diện tích: 50M2 ( 5m x 10m ), nở hậu 5.1m. 
• Hẻm thông thoáng, an ninh, dân trí tốt, ở yên tĩnh. 
• Phù Hợp Để Ở Hoặc Cho Thuê Dòng Tiền
• Pháp lý chuẩn, sổ đẹp nở hậu, công chứng nhanh gọn.",,"Nhà ngõ, hẻm",50 m²,,156 triệu/m²,Đã có sổ,6 phòng,6 phòng,4,Hoàn thiện cơ bản,,Nhà nở hậu,5 m,10 m,,,"[104.75, 107.69, 94.44, 119.19, 119.19, 129.9, 129.9, 147.6, 168.13, 168.13, 139.79, 132.97, 132.97]"
Nhỉnh 5 TỶ (38m2) Hẻm 3M - 10M Ra MT Hẻm CHU VĂN AN – BÌNH THẠNH,5 tỷ,"131,58 triệu/m²",38 m²,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Nhỉnh 5 TỶ (38m2) Hẻm 3M - 10M Ra MT Hẻm CHU VĂN AN – BÌNH THẠNH
📐 Diện tích: 38m² (3.6 x 10) – Nở hậu 4.4m cực đẹp
🏗 Kết cấu: Trệt + lầu đúc BTCT kiên cố
🛏 Công năng: 3 Phòng ngủ + PN dưới trệt
• 3 WC - Phòng khách – bếp mở",0763999979,"Nhà ngõ, hẻm",38 m²,76 m²,"131,58 triệu/m²",Đã có sổ,3 phòng,3 phòng,1,Nội thất cao cấp,,Hẻm xe hơi,5.3 m,10 m,,,"[132.67, 132.67, 169.64, 169.64, 133.33, 133.33, 148.64, 148.64, 136.36, 156.25, 143.79, 171.74, 171.74]"
BÁN GẤP NHÀ ĐẸP 5 TẦNG-5x14M-HXH NƠ TRANG LONG-BT,"12,5 tỷ","178,57 triệu/m²",70 m²,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","BÁN GẤP NHÀ ĐẸP 5 TẦNG BTCT KIÊN CỐ- HXH 1 TRỤC THẲNG, GẦN MẶT TIỀN NƠ TRANG LONG- BÌNH THẠNH

Diện tích : 70m2 ( 5 x 14 ) 

Thiết kế 5 tầng đẹp, hiện đại- gồm 8 phòng ngủ, phòng khách, bếp , sân thượng. Lô góc thoáng. Ánh sáng ngập tràn.

Khách mua ở hoặc cho thuê đều đẹp, có thể cải tạo thành 10 phòng làm CHDV hoặc lên thêm tầng nếu muốn 
Pháp lý chuẩn chỉnh, hoàn công đầy đủ, công chứng ngay
Giá : 12.5 tỷ có thương lượng cho khách thiện chí
Liên hệ ngay Huyền xem nhà, nhà thật, hình ảnh thật, thông tin thật
( không tiếp QC và MG cảm ơn )",0931338739,"Nhà ngõ, hẻm",70 m²,,"178,57 triệu/m²",,8 phòng,,,,,Hẻm xe hơi,5 m,14 m,,,"[168.37, 168.37, 120.71, 120.71, 124.24, 124.53, 117.12, 117.12, 143.52, 123.86, 143.64, 151.05, 151.05]"
GẦN MẶT TIỀN – HXH 6M KINH DOANH – SIÊU PHẨM C4 TIỆN XÂY MỚI - 7.x TỶ,"7,9 tỷ","151,92 triệu/m²",52 m²,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🔥 GẦN MẶT TIỀN – HXH 6M KINH DOANH – SIÊU PHẨM C4 TIỆN XÂY MỚI – KHÔNG LỘ GIỚI – SỔ NỞ HẬU – GIÁ 7.x TỶ 🔥

📍 Vị trí: Trung tâm Bình Thạnh, gần mặt tiền đường lớn, hẻm xe hơi 6m thông thoáng, xe hơi tránh nhau – chạy vòng quanh khu vực. Kết nối nhanh ra Phạm Văn Đồng, đi sân bay Tân Sơn Nhất chỉ vài phút.

⸻

📐 Thông tin chi tiết
 • Diện tích: 51.7m² – đất nở hậu (phong thủy tốt, cực hiếm trong khu vực)
 • Hiện trạng: Nhà cấp 4, còn sử dụng được
➝ Phù hợp:
 • Khách mua xây mới ở lâu dài
 • Nhà đầu tư xây CHDV / nhà cho thuê giữ tiền, dòng tiền ổn định
 • Hẻm: Xe hơi 6m, kinh doanh được, khu vực đồng bộ

⸻

🏗️ Ưu điểm nổi bật

✅ Gần mặt tiền – vị trí giá trị cao
✅ Hẻm xe hơi rộng 6m, thuận tiện khai thác kinh doanh
✅ Không lộ giới – không quy hoạch
✅ Khu dân trí cao, an ninh, yên tĩnh
✅ Phù hợp xây nhà phố cao tầng hoặc CHDV cho thuê

⸻

📄 Pháp lý
 • Sổ hồng riêng
 • Pháp lý chuẩn, rõ ràng
 • Công chứng sang tên trong ngày

⸻

💰 Giá bán: 7.x tỷ
👉 Tính ra chỉ ~150 triệu/m² – mức giá rất tốt so với mặt bằng khu vực Bình Thạnh, gần sân bay.

📞 Liên hệ ngay để xem nhà thực tế & làm việc trực tiếp – sản phẩm hiếm, phù hợp cả ở và đầu tư lâu dài.",0908848436,"Nhà ngõ, hẻm",52 m²,,"151,92 triệu/m²",Đã có sổ,2 phòng,,2,,,Hẻm xe hơi,,,,,"[139.11, 139.11, 129.66, 129.66, 120.58, 120.58, 120.58, 107.48, 107.48, 162, 157.14, 176.92, 176.92]"
NGUYỄN XÍ – GIÁP PHẠM VĂN ĐỒNG – 75M2 - CHỈ 1 CĂN RA MẶT TIỀN - 7.x TỶ,"7,8 tỷ",104 triệu/m²,75 m²,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🔥 NGUYỄN XÍ – ĐOẠN 2 CHIỀU – GIÁP PHẠM VĂN ĐỒNG – CHỈ 1 CĂN RA MẶT TIỀN – NGANG LỚN 5.2M – GIÁ 7.x TỶ TL 🔥

📍 Vị trí: Nguyễn Xí, đoạn 2 chiều, giáp Phạm Văn Đồng – tuyến huyết mạch kết nối Bình Thạnh đi Gò Vấp – Thủ Đức – Sân bay cực nhanh.
➡️ Chỉ 1 căn *** ra mặt tiền, hẻm ba gác sạch sẽ, khu dân cư hiện hữu, an ninh – dân trí cao.

⸻

📐 Thông tin chi tiết
 • Diện tích: 5.2 x 14.4 = 75m² (ngang hiếm – cực kỳ giá trị)
 • Hiện trạng: Nhà cấp 4 còn ở tốt
 • 1 trệt + 1 gác
 • 3 phòng ngủ, 1 WC
 • Phòng khách, bếp, sân để xe rộng rãi
 • Pháp lý:
 • Sổ hồng riêng
 • Vuông vức, không lỗi phong thủy
 • Không lộ giới – không quy hoạch
 • Chính chủ 1 đời, mua bán công chứng nhanh

⸻

🏗️ Tiềm năng & công năng

✅ Ngang lớn 5.2m – cực hiếm khu Nguyễn Xí
✅ Thích hợp:
 • Xây nhà phố cao tầng
 • Căn hộ dịch vụ (CHDV) cho thuê
 • Vừa ở vừa đầu tư lâu dài
✅ Đất dân cư hiện hữu, xây dựng tự do theo quy định

⸻

🌆 Tiện ích xung quanh
 • Sát Phạm Văn Đồng – đi sân bay chỉ vài phút
 • Gần chợ, trường học các cấp, siêu thị, trung tâm thương mại
 • Khu vực cho thuê mạnh, nhu cầu ở và đầu tư cao

⸻

💰 Giá bán: 7.x tỷ – thương lượng trực tiếp chính chủ
📞 Liên hệ ngay để xem nhà thực tế & làm việc chính chủ – căn hiếm, vị trí đẹp, giá tốt trong khu vực!",0908848436,"Nhà ngõ, hẻm",75 m²,,104 triệu/m²,Đã có sổ,3 phòng,,2,,,,,,,,"[139.11, 139.11, 129.66, 129.66, 120.58, 120.58, 120.58, 107.48, 107.48, 162, 157.14, 176.92, 176.92]"
Chính chủ bán Villa mới xây siêu hiếm trong khu biệt thự Landmark 81,275 tỷ,1 tỷ/m²,275 m²,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Mình Justin bán giùm anh của mình chính chủ căn villa siêu hiếm trong khu biệt thự Vinhomes Tân Cảng.
- Tầng hầm bố trí phòng Xì gà Lounge và khu spa tại nhà, có hồ thủy lực và xông hơi.
- Phòng ngủ master theo phong cách hoàng gia nằm riêng 1 tầng.
- Căn *** trong khu có sân thượng ngắm view Landmark 81, có quầy nướng BBQ để phục vụ các bữa tiệc ngoài trời cho gia đình.
- Nhà mới vừa hoàn thành xây dựng do công ty hàng đầu tại Việt Nam thiết kế và thi công. Phong cách kiến trúc cực kỳ đẳng cấp. Nội thất nhập trực tiếp từ Ý.

Khách nào tài chính phù hợp và thực sự thiện chí thì liên hệ mình dắt đi xem nhà nhé. 
Cám ơn.",,Nhà biệt thự,275 m²,701 m²,1 tỷ/m²,Đã có sổ,5 phòng,,4,Nội thất cao cấp,,,,,,,[]
nhà đẹp trung tâm,"3,9 tỷ",195 triệu/m²,20 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)",Nhà đẹp nằm trong trung tâm full nội thất nằm trên đường xô viết Nghệ tĩnh quận Bình Thạnh gần đường Bạch đằng Điện Biên Phủ gần chợ Bà Chiểu gần các trường học cấp cấp gần gần quận 2 gần quận Thủ Đức,0774333350,"Nhà ngõ, hẻm",20 m²,80 m²,195 triệu/m²,Đã có sổ,2 phòng,3 phòng,4,Nội thất cao cấp,,,,,,,"[128.79, 146.97, 138.71, 118.57, 118.39, 144.23, 128.31, 138.93, 124.29, 124.29, 124.29, 124.29, 124.29]"
SIÊU PHẨM KHU D VIP - TRƯỚC NHÀ 3M - SD 36 - 2 TẦNG BTCT - 2PN,"3,68 tỷ","204,44 triệu/m²",18 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","🏩 SIÊU PHẨM KHU D VIP - MỘT SẸC - TRƯỚC NHÀ 3M - SD 36 - 2 TẦNG BTCT - 2PN FULL NỘI THẤT - CHỈ 3.68 TỶ.

- XVNT, P.25 , BÌNH THẠNH

- Diện tích: 18m2 (3.3x5.5) công nhận đủ, sổ vuông vức, sử dụng 36

+ Vị trí: Ngay Ngã 4 Hàng Xanh, liên thông Khu D sầm uất nhất Quận, nơi có 5 trường ĐH vây quanh: Hutech, Hồng Bàng, UEF…

+ Khu hiếm nhà bán, hẻm thẳng sạch sẽ, trước nhà 3m, cách mặt tiền 20m. An ninh, yên tĩnh, hàng xóm thân thiện.

+ Kết cấu: Trệt, lầu BTCT kiên cố. Thiết kế hiện đại, xinh xắn. Gồm 2PN, 2WC, PK + bếp mở, giếng trời thoáng sáng.

+ Tặng Full nội thất sang xịn mịn: Sofa, TV, máy lạnh, bộ bàn ăn, tủ bếp, giường, nệm, chăn, ga, tủ, bàn trang điểm, bàn làm việc, máy giặt…

+ Dân cư hiện hữu, ko quy hoạch lộ giới.

+ Pháp lý sạch, hoàn công đủ, sổ đẹp cất két, công chứng ngay.

☎️ Gọi ngay Thuý Phan *** xem nhà",0934845905,"Nhà ngõ, hẻm",18 m²,,"204,44 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,,3.3 m,5.5 m,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
🌈 Nhà Đẹp 4 Tầng - 3PN - Lê Văn Duyệt -P.1 - BT,"6,25 tỷ","234,08 triệu/m²",26.7 m²,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🌈 Nhà Đẹp Full Nội Thất - 4 Tầng - 3PN - 6.25T.ỷ - 26,7m2 - Hoàn Công Đủ - Lê Văn Duyệt - BT

🔥Nhà không Quy Hoạch, Không Lộ giới
🏡 4 Tầng - Giáp Quận 1 - Ngay cầu Bông 
👉 1 Trệt 1 lửng 2 lầu - 3 Phòng ngủ Master 4 Wc
➡️Diện tích đất: 3️⃣,7️⃣mX 7️⃣,3️⃣m (CN: 26,71 m2 ).
➡️Vị Trí: Nhà nằm gần Chợ Bà Chiểu, giáp Quận 1, gần trường học, bệnh viện lớn,…
👉 Hẻm sạch sẽ An ninh, dân trí cao
📖 Sổ hồng riêng, hoàn công đủ, công chứng ngay.",0769393333,"Nhà ngõ, hẻm",26.7 m²,,"234,08 triệu/m²",Đã có sổ,3 phòng,4 phòng,4,Nội thất cao cấp,Đông Nam,,3.6 m,8 m,,,"[114.21, 132.45, 132.45, 138.58, 159.52, 157.22, 143.26, 143.26, 166.67, 180.95, 180.95, 180.95, 180.95]"
"Đất 3 mặt tiền Nguyễn Gia Trí, P25,Bình Thạnh",112 tỷ,350 triệu/m²,320 m²,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Định cư nước ngoài bán đất tặng quán cà phê 3 mặt tiền
*Mặt tiền Nguyễn Gia Trí p25 q Bình Thạnh
*Diện tích 320m2 (17×20)
*Gồm 1 Trệt 2 lầu 
*Không có hợp đồng thuê mua có thể vào kinh doanh ngay
*Giúp chủ mới kết nối cho thuê 120tr/th
*Thích hợp xây tòa nhà văn phòng,CHDV 1 hầm 5 tầng
*Số sẵn không dính ngân hàng
*Không MG
*Không Quảng Cáo",0931111016,"Nhà mặt phố, mặt tiền",320 m²,640 m²,350 triệu/m²,Đã có sổ,5 phòng,,,,,,17 m,20 m,,,[]
"Bán nhà đường XÔ VIẾT NGHỆ TĨNH quận BÌNH THẠNH giá 40,5 tỷ","40,5 tỷ","141,61 triệu/m²",286 m²,"XX, Đường Xô Viết Nghệ Tĩnh, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","HẺM XE TẢI GẦN MẶT TIỀN - 1 ĐỜI CHỦ - TỔNG 16 PHÒNG ( 13 PHÒNG CHO THUÊ GẦN 30TR/THÁNG ) - THÍCH HỢP XÂY CHDV - ĐOẠN 2 CHIỀU.+ Hẻm xe tải gần mặt tiền, hẻm nhựa thông thoáng sạch sẽ, đoạn 2 chiều.

+ Chủ xây 2 căn riêng biệt - 1 căn chủ ở 3PN, căn còn lại 13 phòng khép kín ( cho thuê giá hữu nghị thu nhập gần 30tr ).

+ Chính chủ 1 đời, chủ thiện chí bán chia tài sản, hợp tác.

+ Pháp lý chuẩn, sổ đẹp, cất két sẵn sàng công chứng.",,"Nhà ngõ, hẻm",286 m²,286 m²,"141,61 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,,3,Hoàn thiện cơ bản,,Hẻm xe hơi,10 m,28 m,,,"[128.79, 146.97, 138.71, 118.57, 118.39, 144.23, 128.31, 138.93, 124.29, 124.29, 124.29, 124.29, 124.29]"
