tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
NHÀ BÁN HOÀNG VĂN THỤ – QUẬN PHÚ NHUẬN- GẦN MT 20M - 28M2 - 5.x TỶ,"5,55 tỷ","198,21 triệu/m²",28 m²,"Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","NHÀ BÁN HOÀNG VĂN THỤ – PHƯỜNG 9, QUẬN PHÚ NHUẬN

NHÀ MỚI – FULL NỘI THẤT – XE TẢI TRƯỚC NHÀ – CÁCH MẶT TIỀN 20M

📍 Vị trí: Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận.
Khu vực trung tâm, giao thông cực kỳ thuận lợi kết nối nhanh Nguyễn Văn Trỗi – Phan Đình Phùng – sân bay Tân Sơn Nhất – Quận 1. Xung quanh đầy đủ tiện ích: chợ, trường học, bệnh viện, siêu thị, văn phòng công ty.

🔹 Thông tin chi tiết căn nhà:
 • Diện tích đất: 28m²
 • Pháp lý: Sổ hồng riêng, hoàn công đầy đủ, công chứng ngay
 • Kết cấu: 1 trệt + 2 lầu kiên cố
 • Công năng sử dụng:
 • 3 phòng ngủ
 • 2 WC
 • Nội thất: Trang bị full nội thất mới tinh, thiết kế hiện đại, chỉ việc xách vali vào ở

🔹 Ưu điểm nổi bật:
 • Hẻm rộng, xe tải đậu trước nhà, thuận tiện sinh hoạt và vận chuyển
 • Cách mặt tiền Hoàng Văn Thụ chỉ 20m, vị trí gần mặt tiền nhưng vẫn yên tĩnh
 • Nhà mới, sạch đẹp, bố cục hợp lý, tối ưu công năng
 • Khu dân cư an ninh, hàng xóm thân thiện, dân trí cao

🔹 Phù hợp:
 • Gia đình trẻ mua ở lâu dài tại trung tâm Phú Nhuận
 • Vừa ở vừa làm văn phòng nhỏ, kinh doanh online
 • Đầu tư giữ tiền khu vực giá trị cao, thanh khoản tốt

📑 Pháp lý chuẩn – hoàn công đủ – sang tên nhanh
👉 Liên hệ ngay để xem nhà thực tế và làm việc trực tiếp chính chủ.",,"Nhà ngõ, hẻm",28 m²,,"198,21 triệu/m²",Đã có sổ,3 phòng,2 phòng,3,,,,,,,,"[175, 175, 175, 175, 175, 142.86, 142.86, 180.91, 180.91, 232.58, 230.14, 230.14, 230.14]"
nhà Hoàng Hoa Thám 55m2 Diện Tích 5m x 11m vuông vức Không lộ giới,"7,8 tỷ","141,82 triệu/m²",55 m²,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Bán nhà (Chính Chủ): Hướng Tây Nam.
Đường/ Hoàng Hoa Thám, phường 5, q.Phú Nhuận 
(5m x 11m) vuông vức. Công Nhận: 55m 
không lộ giới, khu văn minh. 1Trệt 1Lầu đúc thật

giá: 7,8tỷ. Miễn quảng cáo, miễn môi giới
Liên hệ số diện thoại bên dưới.",0909399055,"Nhà ngõ, hẻm",55 m²,110 m²,"141,82 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,Tây Nam,Hẻm xe hơi,5 m,11 m,,,"[131.82, 153.75, 127.97, 150.89, 129.69, 129.69, 147.26, 141.79, 166.37, 166.37, 146.88, 126.67, 126.67]"
hẻm ô tô Lam Sơn - khu vip hiếm bán - chỉ 3.75 tỷ thương lượng,"3,65 tỷ","192,11 triệu/m²",19 m²,"Đường Lam Sơn, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","HXH Lam Sơn Phú Nhuận - 19m2 x2 tầng - chỉ 3.65T TL
+ ô tô đậu ngủ ngày đêm
+ khu vực dân trí cao,rất an ninh
+ hoàn công đủ,ccmb ngay
☎️Call/Zalo *** (gặp M.Trí ) chính chủ thương lượng. 

LQJZS",,"Nhà ngõ, hẻm",19 m²,,"192,11 triệu/m²",Đã có sổ,2 phòng,1 phòng,2,,,Hẻm xe hơi,,,,,"[149.65, 161.06, 161.06, 145.83, 161.82, 143.48, 143.48, 150.61, 137.93, 150.68, 150.68, 150.68, 150.68]"
NHÀ ĐẸP PHAN XÍCH LONG – PHÚ NHUẬN - SÁT MẶT TIỀN – KHU VIP TT - 5.xTY,"5,65 tỷ","217,31 triệu/m²",26 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🏡 NHÀ ĐẸP PHAN XÍCH LONG – PHÚ NHUẬN | SÁT MẶT TIỀN – KHU VIP TRUNG TÂM

📍 Vị trí: Phan Xích Long, Phú Nhuận – khu vực sầm uất bậc nhất quận, liền kề đường Hoa Sứ, gần Co.opmart, Bệnh viện Hoàn Mỹ, khu ẩm thực – café – mua sắm nhộn nhịp. Di chuyển nhanh về Quận 1, Bình Thạnh, Tân Bình.

🔹 Kết cấu:
 • Nhà 1 trệt 2 lầu + sân thượng
 • Công năng sử dụng hợp lý, tối ưu diện tích
 • 3 phòng ngủ, 3 WC
 • Phòng khách rộng, bếp thông thoáng
 • Sân thượng thoáng mát, bố trí bàn trà chill, trồng cây thư giãn

🔹 Hẻm & môi trường sống:
 • Nhà sát mặt tiền, hẻm trước nhà sạch sẽ, thông thoáng
 • Khu dân cư hiện hữu, an ninh – dân trí cao
 • Không ngập nước, không quy hoạch

🔹 Pháp lý:
 • Sổ hồng riêng, pháp lý chuẩn
 • Hoàn công đầy đủ
 • Công chứng sang tên nhanh gọn

🔹 Phù hợp:
 • Gia đình ở lâu dài tại trung tâm Phú Nhuận
 • Đầu tư giữ tiền, cho thuê ổn định
 • Khách mua ở kết hợp kinh doanh nhỏ, văn phòng, online

📞 Liên hệ xem nhà trực tiếp – Nhà đẹp, vị trí hiếm, giá tốt khu Phan Xích Long!",0908848436,"Nhà ngõ, hẻm",26 m²,,"217,31 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,,,,,,,,"[195.86, 195.86, 176.19, 176.19, 171.71, 154.96, 154.96, 154.96, 136.18, 158.41, 174.71, 174.71, 174.71]"
NGAY NGÃ TƯ PHÚ NHUẬN - NGUYỄN KIỆM P9 PHÚ NHUẬN - 100M2-5 TẦNG-17.5TỶ,"17,5 tỷ",175 triệu/m²,100 m²,"Đường Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Mô tả :
+ Địa chỉ : Nguyễn Kiệm, P9, Phú Nhuận
+ Diện tích : Ngang 4m, Dài 25m. Sổ vuông a4 - Công nhận 97,2m²
+ Đường trước nhà 8m xe tải đánh võng. Đậu trước nhà 24/24 thoải mái. Nhà cách Mặt tiền chỉ 10m
+ Kết cấu : Nhà xây 5 Tầng kiên cố, 8 Phòng ngủ, 8 WC. Các Phòng xây khép kín cực đẹp, Vệ sinh có cả bồn tắm. Khu Bếp ở Tầng lửng cực thoáng và rộng rãi
+ Pháp lý chuẩn, hoàn công đủ, công chứng ngay 

- Liên hệ ngay : e Trung, chuyên BĐS Triệu Đô để có được giá chốt ***",,"Nhà ngõ, hẻm",100 m²,500 m²,175 triệu/m²,Đã có sổ,8 phòng,Nhiều hơn 6 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4 m,25 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
"SIÊU PHẨM HOÀNG VĂN THỤ - P9- Q.PN - CÁCH 20m MT ĐƯỜNG HVT -8,48TỶ","8,48 tỷ","235,56 triệu/m²",36 m²,"Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌻NHÀ NỞ HẬU 5️⃣TẦNG+MÁI BTCT CÁCH 3 CĂN - MT HOÀNG VĂN THỤ🌻PHÚ NHUẬN - 💰8, 48ty TL 💰

🥅 DT : 3,45m/ 3,7m❌9,4m (CN: 36 m2). 
💥 DT sàn gần 115,4m2
💥: 5️⃣tầng BTCT + Mái BTCT. Với 6 PN+💥1 phòng xông hơi, 5 toilet, sân thượng.🕍Nội thất xịn sò

💢 Vị trí: Phía sau căn mặt tiền Hoàng Văn Thụ, thông Hồ văn Huê, giáp Trần Huy Liệu - Phan Đình Phùng - Phan Đăng Lưu, gần sân bay, công viên, trường hoc, gần chợ ,…HX thân thiện.
LH 🤙 Ms Kim ***",0901104891,"Nhà ngõ, hẻm",36 m²,115 m²,"235,56 triệu/m²",Đã có sổ,6 phòng,5 phòng,,Nội thất cao cấp,,Hẻm xe hơi,4 m,9 m,,,"[175, 175, 175, 175, 175, 142.86, 142.86, 180.91, 180.91, 232.58, 230.14, 230.14, 230.14]"
"NHÀ 4 TẦNG – HUỲNH VĂN BÁNH, PHÚ NHUẬN – GẦN MẶT TIỀN, GIÁ TỐT 6.75ty","6,75 tỷ","173,08 triệu/m²",39 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","🏠 NHÀ 4 TẦNG – HUỲNH VĂN BÁNH, PHÚ NHUẬN – GẦN MẶT TIỀN, GIÁ *** KHU VỰC 💎
 
🔴 Địa chỉ: Huỳnh Văn Bánh, P.12, Q. Phú Nhuận
📍 Vị trí: Hẻm 3m, dân cư yên tĩnh, an ninh, chỉ 15m ra mặt tiền Huỳnh Văn Bánh – di chuyển thuận tiện ra Phan Đình Phùng, Trường Sa, Nguyễn Văn Trỗi.
📐 Diện tích: 5,5 x 7m
🏢 Kết cấu: 4 tầng – 4 phòng ngủ, 3WC
💼 Công năng: Ở, kinh doanh nhỏ, cho thuê hoặc làm văn phòng mini
💰 Giá bán: 6.75 Tỷ – thương lượng chính chủ",0934065599,Nhà phố liền kề,39 m²,,"173,08 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,,5.5 m,7 m,,,[]
MẶT TIỀN ĐƯỜNG HOA - KHUVIP PHAN XÍCH LONG -55M- 5 TẦNG BTCT,17 tỷ,"309,09 triệu/m²",55 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🏡 PHÚ NHUẬN - Phường CẦU KIỆU
MẶT TIỀN ĐƯỜNG HOA - KHUVIP PHAN XÍCH LONG
- Diện tích 55M; 5 tầng. Sơn mới, decor nội thất mới 2025 là long lanh. Kinh doanh tốt hoặc ở quá tuyệt vời ạ.
- Vị trí ngay Phan Xích Long, gần bệnh viện Hoàn Mỹ, công viên Phú Nhuận, bên cạnh Tân Định QUẬN 1, qua sân bay 10p’

📍Nhỉnh 17 Tỷ

🌼 NHÀ THẬT- GIÁ THẬT - GẶP CHÍNH CHỦ🌼

#bannhaphunhuan #bannhaquan1",,"Nhà mặt phố, mặt tiền",55 m²,,"309,09 triệu/m²",Đã có sổ,6 phòng,,5,,,,,,,,[]
"⭐️Nhà 4 Tầng_ 4 Phòng Ngủ_ Huỳnh Văn Bánh_ Phú Nhuận, Nhỉnh 6tỷ","6,75 tỷ","192,86 triệu/m²",35 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","🏡 HUỲNH VĂN BÁNH, PHÚ NHUẬN
🚗 Hẻm thông rộng – 10m ra hẻm xe tải
🏠 4 TẦNG BTCT | 4PN – 4WC | phòng khách – bếp – sân thượng
✨ Nhà mới, xách vali vào ở ngay
💰 Chỉ 6.75 TỶ 

📞 Liên Hệ : *** ( Call/ Zalo)",0902829494,"Nhà ngõ, hẻm",35 m²,175 m²,"192,86 triệu/m²",Đã có sổ,4 phòng,4 phòng,4,Hoàn thiện cơ bản,,,5.5 m,7 m,,,"[161.38, 161.38, 161.38, 158.79, 153.85, 187.39, 187.39, 141.19, 173.79, 153.67, 183.82, 183.82, 204.55]"
"NHÀ MỚI, CĂN GÓC NỞ HẬU, 5PN, FULL NỘI THẤT, KHU VIP TRẦN HUY LIỆU","7,65 tỷ","201,32 triệu/m²",38 m²,"Đường Trần Huy Liệu, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","BÁN NHÀ CĂN GÓC MỚI ĐẸP, ĐẦY ĐỦ NỘI THẤT NGAY KHU PHỐ THỜI TRANG TRẦN HUY LIỆU - HUỲNH VĂN BÁNH, PHÚ NHUẬN

Nhà nằm ngay khu kinh doanh sầm uất, gần bệnh viện, trường học . . . . giáp ngay Q3

Dt 3.5m x 10m, nở hậu 5,4m. Đất 38m2, sàn sử dụng 114m2
Kết cấu: trệt 2 lầu, 5PN 3WC 
Nhà có phòng ngủ trệt cho người lớn tuổi, phòng giặt, sân phơi

Nhà căn góc nên thoáng mát, gần mặt tiền đường
Tặng full nội thất cao cấp, khách mua chỉ xách vali vào ở ngay

- Giá 7,65 tỷ thương lượng
Xem nhà LH Ngọc",,"Nhà ngõ, hẻm",38 m²,114 m²,"201,32 triệu/m²",Đã có sổ,5 phòng,3 phòng,3,Nội thất đầy đủ,,Nhà nở hậu,3.5 m,10 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
NHÀ ĐẸP PHÚ NHUẬN 3 TẦNG Ở NGAY ĐÓN TẾT🌹🌹,"3,6 tỷ",225 triệu/m²,16 m²,"Đường Nguyễn Văn Trỗi, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","+ Kết cấu: 1 trệt 2 lầu. 2 PN, 3 WC. Nhà đẹp full nội thất, xách vali ở ngay
+ Vị trí: sát mặt tiền Trường Sa Phú Nhuận. Đường thông Trường Sa - Nguyễn Văn Trỗi. Ngay chân cầu Công Lý.
+ Pháp lý: sổ hồng riêng, công chứng mua bán nhanh.",,"Nhà ngõ, hẻm",16 m²,,225 triệu/m²,,2 phòng,,,,,,,,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
HXH THÔNG THÍCH QUẢNG ĐỨC - 5 TẦNG NGANG 6m FULL NỘI THẤT - CHỈ HƠN 8T,"8,65 tỷ","221,79 triệu/m²",39 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥 SIÊU PHẨM HXH THÔNG THÍCH QUẢNG ĐỨC – PHÚ NHUẬN 🔥
🏩 SÁT MẶT TIỀN – 5 TẦNG BTCT – FULL NỘI THẤT – SỔ A4

📍 Phường 5, Phú Nhuận – gần Phan Xích Long
📐 Diện tích: 39m² (6 x 6.5m) – sổ vuông đẹp
🏗 Kết cấu: Trệt + 3 lầu + sân thượng BTCT
🛏 4PN – 4WC – gara xe – ban công thoáng
🚗 Hẻm xe hơi thông, khu dân trí cao, nhà cao tầng đồng bộ

✨ Tặng full nội thất sang trọng – dọn vào ở ngay
💼 Phù hợp ở, kinh doanh online hoặc cho thuê giữ tiền
📖 Pháp lý chuẩn – hoàn công đủ – công chứng nhanh

💰 Giá: 8.65 tỷ (thương lượng)",,"Nhà ngõ, hẻm",39 m²,,"221,79 triệu/m²",,4 phòng,4 phòng,5,,,Hẻm xe hơi,,,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
HXT TRẢI NHỰA 1 TRỤC - 100M2 - XÂY MỚI 6 TẦNG - SÁT MT NGUYỄN KIỆM,"14,4 tỷ",144 triệu/m²,100 m²,"Đường Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥 HẺM XE TẢI TRẢI NHỰA 1 TRỤC – 100M² – XÂY 6 TẦNG – SÁT MT NGUYỄN KIỆM 🔥
🏢 PHÙ HỢP CHDV – VĂN PHÒNG – DÒNG TIỀN LỚN

📍 Nguyễn Kiệm, P.4, Phú Nhuận – hẻm thông Thích Quảng Đức
📐 Diện tích: 4.5 x 22m – ~100m²
🏗 Hiện trạng: 1 trệt 1 lầu, nhà cũ (3PN – 2WC)
🚧 Quy hoạch: xây được 1 hầm + trệt + 3 lầu + sân thượng
🚚 Hẻm xe tải 1 trục, trải nhựa, chỉ 5 căn ra mặt tiền

💼 Phù hợp xây CHDV >20 phòng, văn phòng, spa, kinh doanh
📖 Sổ hồng riêng – pháp lý chuẩn

💰 Giá: 14.5 tỷ (thương lượng)
📞 Hoàng Phương – *** (Zalo 24/7)",,"Nhà ngõ, hẻm",100 m²,,144 triệu/m²,Đã có sổ,3 phòng,2 phòng,2,Bàn giao thô,,Hẻm xe hơi,4.5 m,22 m,,,"[110, 113.04, 150.18, 150.18, 150.18, 145.45, 144.34, 144.34, 144.34, 144.34, 144.34, 126.8, 126.8]"
"Nhà 2 mặt tiền Thích Quảng Đức – Phùng Văn Cung, Phú Nhuận, 18 tỷ",18 tỷ,"261,63 triệu/m²",68.8 m²,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🏡 BÁN NHÀ 2 MẶT TIỀN KINH DOANH THÍCH QUẢNG ĐỨC – PHÙNG VĂN CUNG- 4 TẦNG BTCT- 18 TỶ

Cực hiếm nhà 2 mặt tiền trước – sau ngay trung tâm Phường 4, Quận Phú Nhuận, một mặt Thích Quảng Đức, một mặt Phùng Văn Cung – khu vực kinh doanh sầm uất, dòng tiền ổn định, giá trị tăng bền vững.
🔹 Thông tin chi tiết:
Diện tích: 4.2m x 16.5m – ngang lớn hiếm trên trục đường Thích Quảng Đức
Kết cấu: Trệt + 3 lầu (4 tầng BTCT)
Công năng: 5 phòng ngủ – 4 WC, vừa ở vừa khai thác cho thuê
Lợi thế lớn: 2 mặt tiền kinh doanh = 2 căn mặt tiền thực tế
🔹 Phù hợp khai thác:
Nhà thuốc, spa, salon, cafe, quán ăn, showroom, văn phòng công ty hoặc vừa ở vừa cho thuê nhiều dòng tiền.
🔹 Pháp lý & giao dịch:
Sổ hồng riêng, vuông vức, hoàn công đầy đủ",0937566641,"Nhà mặt phố, mặt tiền",68.8 m²,68.8 m²,"261,63 triệu/m²",Đã có sổ,5 phòng,4 phòng,4,Hoàn thiện cơ bản,Đông Bắc,,4.2 m,16.5 m,,,[]
"💎 SIÊU PHẨM MẶT TIỀN NGUYỄN KIỆM PHÚ NHUẬN – VỊ TRÍ HIẾM,","3,3 tỷ","122,22 triệu/m²",27 m²,"Đường Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","💎 SIÊU PHẨM MẶT TIỀN NGUYỄN KIỆM PHÚ NHUẬN – VỊ TRÍ HIẾM, KHAI THÁC TỐT | 3,3 TỶ 💎

🏠 Nhà mặt tiền trung tâm
📐 3×9m | 🏗 Trệt + 2 lầu
➡️ Vào sử dụng & khai thác ngay

📍 Gần Công viên Gia Định, Sân bay Tân Sơn Nhất
💰 Phù hợp kinh doanh – cho thuê – giữ tiền
💰 Giá: 3,3 tỷ

📞 Inbox xem nhà *** Loan Nhà phố – vị trí hiếm trục Nguyễn Kiệm",0878303368,"Nhà mặt phố, mặt tiền",27 m²,,"122,22 triệu/m²",Giấy tờ viết tay,2 phòng,2 phòng,2,,,,3 m,9 m,,,[]
"BÁN NHÀ CHÍNH CHỦ HẺM XE HƠI VỊ TRÍ 100/81A THÍCH QUẢNG ĐỨC, P5, Q.PN","9,8 tỷ","179,82 triệu/m²",54.5 m²,"100/81A, Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥 BÁN NHÀ 2 MẶT HẺM Ô TÔ THÔNG – VỪA Ở VỪA KINH DOANH – PHÚ NHUẬN

📍 Địa chỉ: 100/81A Thích Quảng Đức, P.5, Q. Phú Nhuận
💰 Giá: 9.8 tỷ (thương lượng chính chủ)

🌷 Diện tích: 56m²
👉 Ngang 4m, nở hậu 5.07m
👉 Pháp lý sạch: không quy hoạch, không lộ giới, hoàn công đầy đủ

🌷 Nhà 2 mặt hẻm cực hiếm – giá trị vượt trội:
• Hẻm trước nhà nhựa 7m, ô tô ra vào, quay đầu thoải mái
• Hẻm sau nhà ba gác, đối diện công viên nhỏ, không gian cực mát mẻ
• Ô tô ngủ trong nhà
• Có sân trồng rau, nuôi cá – sống xanh giữa lòng thành phố

🏡 Kết cấu:
• 1 trệt 1 lầu
• 3 phòng ngủ – 3 WC (có phòng ngủ dưới trệt)
• Mỗi phòng ngủ đều có ban công, nhà luôn sáng và thoáng khí

🛋 Full nội thất cao cấp – dọn vào ở hoặc kinh doanh ngay đón Tết. 

✨ Phù hợp:
• Vừa ở vừa kinh doanh, mở văn phòng công ty, spa, nail, shop online.
• Đầu tư giữ tiền khu trung tâm Phú Nhuận, thanh khoản cao, giá trị tăng ổn định.
☎️Lh: *** Zalo *** Hoan",,"Nhà ngõ, hẻm",54.5 m²,106.4 m²,"179,82 triệu/m²",Đã có sổ,3 phòng,3 phòng,2,Nội thất đầy đủ,Đông Nam,Hẻm xe hơi,4 m,12.4 m,,,"[164.05, 148.17, 148.17, 165.36, 178.99, 162.5, 166.82, 166, 155.5, 155.5, 161.25, 161.25, 161.25]"
Siêu phẩm khu Phan Xích Long - nở hậu - lì xì cho khách chốt trc Tết🧧,"4,95 tỷ",198 triệu/m²,25 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Nhà đẹp đón Tết ngon lun🌹🌹
👉Ngay khu Phan Xích Long, trệt 2 lầu sân thượng, 2PN
👉Pháp lý chuẩn, nhà mới đẹp full nội thất ở ngay
☎️XEM NHÀ ALO EM - ***",,"Nhà ngõ, hẻm",25 m²,,198 triệu/m²,,2 phòng,,,,,Nhà nở hậu,,,,,"[195.86, 195.86, 176.19, 176.19, 171.71, 154.96, 154.96, 154.96, 136.18, 158.41, 174.71, 174.71, 174.71]"
HXH đổ cửa HX Tải thông ngay Khu Vip ẩm thực Phan Xích Long Phú Nhuận,"7,3 tỷ","182,50 triệu/m²",40 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","HXH đổ cửa sát hẻm Xe Tải thông ngay Khu Vip ẩm thực Phan Xích Long Phú Nhuận chỉ 7,3 T.ỷ

DT 40M 4TÂNG 3PN FULL NỘI THẤT

Ngay bệnh Viện Hoàng Mỹ, Giáp Q1, Phan Đăng Lưu, Phan Đình Phùng, Phan Tây Hồ.giáp Bình Thạnh, Tân Bình sân Bay

A.C call và kết bạn ZALO # ***_ Trang Trần",,"Nhà ngõ, hẻm",40 m²,,"182,50 triệu/m²",Đã có sổ,4 phòng,,3,Nội thất đầy đủ,,,4 m,10 m,,,"[195.86, 195.86, 176.19, 176.19, 171.71, 154.96, 154.96, 154.96, 136.18, 158.41, 174.71, 174.71, 174.71]"
Vị trí kinh doanh Đa ngành HXH có phòng trệt Phan Đăng Lưu Phú Nhuận,"9,8 tỷ","163,33 triệu/m²",60 m²,"Đường Phan Đăng Lưu, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Siêu Vị trí kinh doanh Đa ngành HXH thông có phòng trệt ngay Phan Đăng Lưu Phú Nhuận chỉ 9,8 Tỷ

DT60M 4 X13M 2TÂNG 3PN Full nội thất

Giao Phan Xích Long, Thích Quảng Đức, Phan Đình Phùng, Bạch Đằng , giáp Q1, Tân Bình, Bình Thạnh

A.C call và kết bạn ZALO # ***_ TRANG TRẦN",0905983979,"Nhà ngõ, hẻm",60 m²,,"163,33 triệu/m²",Đã có sổ,3 phòng,,2,Nội thất đầy đủ,,,4 m,13 m,,,"[172.4, 172.4, 172.4, 172.4, 172.4, 186.92, 186.92, 186.92, 186.92, 186.92, 186.92, 186.92, 186.92]"
Cực ngon! Mặt tiền Cù Lao ngay Phan Xích Long đoạn sầm uất - Ngang 6m.,"15,5 tỷ","360,47 triệu/m²",43 m²,"Đường Cù Lao, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Bán nhà Mặt tiền đường Cù Lao Phường 2 Phú Nhuận.
- Diện tích 43m2 ngang 6,5m dài 6m, công nhận 33m2.
- Kết cấu 3 tầng với 3 phòng ngủ, 1 MB Kinh doanh.
- Mặt tiền đường 10m có vỉa hè 2m.
- Khu vực sầm uất, thích hợp kinh doanh đa ngành nghề, xây dựng được 5 tầng.
- Giá 15.5 tỷ thương lượng.
Liên hệ em Quang qua số điện thoại có zalo để xem nhà và sổ. Cảm ơn.",090521 ***,"Nhà mặt phố, mặt tiền",43 m²,,"360,47 triệu/m²",Đã có sổ,3 phòng,2 phòng,3,Nội thất đầy đủ,,,6.5 m,6 m,,,[]
